"CASE_ID","mc_killed","mc_injured","collision_severity","severe","accident_year","hours_since_midnight","season","rush_hour","late_night","day_of_week","intersection","state_hwy_ind","w_clear","w_cloudy","w_rainy","w_other","road_not_dry","road_condition_issue","lighting","type_of_collision","pcf_viol_category","mviw","alcohol_involved","truck_accident","pedestrian_accident","bicycle_accident"
7114605,"N","Y","Injury (Complaint of Pain)","N",2015,23.3333333333333,"Fall","N","Y","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Code 19","Other Motor Vehicle","N","N","N","N"
7114611,"N","N","Fatal","Y",2015,20.3833333333333,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7114613,"N","Y","PDO (property damage only)","N",2015,23.3333333333333,"Fall","N","Y","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7114633,"N","Y","PDO (property damage only)","N",2015,13.0833333333333,"Fall","N","N","W","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7115107,"N","Y","Injury (Complaint of Pain)","N",2015,10.8333333333333,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Vehicle/Pedestrian","Wrong Side of Road","Other Object","N","N","N","N"
7115384,"N","Y","Injury (Complaint of Pain)","N",2015,13.9833333333333,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
7115917,"N","Y","Injury (Complaint of Pain)","N",2015,18,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Dark - No Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7116653,"N","N","Fatal","Y",2015,7,"Summer","AM","N","M","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7117004,"N","Y","PDO (property damage only)","N",2015,6.91666666666667,"Fall","N","N","F","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7117216,"N","Y","Injury (Other Visible)","N",2015,11,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7117252,"N","N","PDO (property damage only)","N",2015,19.3333333333333,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Driving or Bicycling Under the Influence of Alcohol or Drug","Other Motor Vehicle","N","N","N","N"
7117256,"N","Y","PDO (property damage only)","N",2015,14.75,"Fall","N","N","F","Y","N","N","Y","N","N","N","N","Dusk or Dawn","Sideswipe","Pedestrian Right of Way","Other Object","N","N","N","N"
7117272,"N","Y","Injury (Complaint of Pain)","N",2015,16,"Fall","PM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Non-Collision","N","N","N","N"
7117304,"N","Y","Injury (Complaint of Pain)","N",2015,8.83333333333333,"Fall","N","N","Su","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7117363,"N","Y","Injury (Complaint of Pain)","N",2015,16.9166666666667,"Fall","PM","N","M","N","N","Y","N","N","N","N","N","Daylight","Broadside","Improper Turning","Other Motor Vehicle","N","N","N","N"
7117937,"N","Y","Injury (Complaint of Pain)","N",2015,21.5,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7117946,"N","Y","PDO (property damage only)","N",2015,20.5,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7117965,"N","Y","PDO (property damage only)","N",2015,19,"Fall","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7118392,"N","N","Fatal","Y",2015,18.8333333333333,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
7118676,"N","N","Fatal","Y",2015,17.5,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Code 19","Non-Collision","N","N","N","N"
7119105,"N","Y","Injury (Complaint of Pain)","N",2015,17.8333333333333,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7119622,"N","Y","Injury (Complaint of Pain)","N",2015,22.0833333333333,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Hit Object","Pedestrian Violation","Fixed Object","Y","N","N","N"
7120255,"N","Y","Injury (Complaint of Pain)","N",2015,13.1666666666667,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7120259,"N","Y","Injury (Other Visible)","N",2015,6.83333333333333,"Fall","N","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7120261,"N","Y","Injury (Complaint of Pain)","N",2015,14.0833333333333,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7120265,"N","Y","Injury (Complaint of Pain)","N",2015,17.5,"Fall","PM","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Improper Turning","Other Motor Vehicle","N","N","N","N"
7120285,"N","N","PDO (property damage only)","N",2015,15,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7120335,"N","Y","PDO (property damage only)","N",2015,15.75,"Fall","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7120347,"N","Y","Injury (Complaint of Pain)","N",2015,21,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7120354,"N","Y","PDO (property damage only)","N",2015,21.5833333333333,"Fall","N","N","F","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7120357,"N","Y","Injury (Complaint of Pain)","N",2015,7.83333333333333,"Fall","AM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
7120479,"N","Y","Injury (Complaint of Pain)","N",2015,7.83333333333333,"Fall","AM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7121306,"N","Y","Injury (Complaint of Pain)","N",2015,9.25,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7121392,"N","N","PDO (property damage only)","N",2015,8.33333333333333,"Fall","AM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7121400,"N","Y","Injury (Complaint of Pain)","N",2015,8.83333333333333,"Fall","AM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Non-Collision","N","N","N","N"
7121440,"N","N","Injury (Complaint of Pain)","N",2015,11.1666666666667,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7121449,"N","Y","Injury (Other Visible)","N",2015,9.41666666666667,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7121468,"N","Y","Injury (Complaint of Pain)","N",2015,15.4166666666667,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7121484,"N","Y","PDO (property damage only)","N",2015,18.1666666666667,"Fall","PM","N","Tu","N","N","N","Y","N","N","Y","N","Dark - Street Lights","Rear End","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7122386,"N","Y","Injury (Other Visible)","N",2015,21.6666666666667,"Fall","N","N","Su","N","N","N","Y","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7122626,"N","N","Injury (Other Visible)","N",2015,19.6666666666667,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7122684,"N","Y","Injury (Complaint of Pain)","N",2015,11,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7122689,"N","Y","Injury (Other Visible)","N",2015,22.6666666666667,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Improper Passing","Other Object","N","N","N","N"
7122700,"N","Y","PDO (property damage only)","N",2015,14.4166666666667,"Fall","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7122703,"N","Y","Injury (Complaint of Pain)","N",2015,16.9166666666667,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Other","Lights","Other Motor Vehicle","N","N","N","N"
7122706,"N","Y","Injury (Complaint of Pain)","N",2015,11.5833333333333,"Fall","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Rear End","Unsafe Starting or Backing","Other Motor Vehicle","N","N","N","N"
7122712,"N","Y","Injury (Complaint of Pain)","N",2015,12.5,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
7122717,"N","N","Injury (Other Visible)","N",2015,13.1666666666667,"Fall","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7122916,"N","Y","PDO (property damage only)","N",2015,17.8333333333333,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7122938,"N","Y","PDO (property damage only)","N",2015,1.08333333333333,"Fall","N","Y","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7123310,"N","Y","PDO (property damage only)","N",2015,9,"Fall","AM","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Parked Motor Vehicle","Y","N","N","N"
7123383,"N","N","Injury (Complaint of Pain)","N",2015,17.8333333333333,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Dusk or Dawn","Rear End","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7123419,"N","Y","Injury (Complaint of Pain)","N",2015,17.4166666666667,"Fall","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7123426,"N","Y","PDO (property damage only)","N",2015,18.5,"Fall","PM","N","M","N","N","Y","N","N","N","N","N","Dark - Street Lights","Head-On","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7123431,"N","Y","PDO (property damage only)","N",2015,21,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
7123437,"N","Y","Injury (Complaint of Pain)","N",2015,7,"Fall","AM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7123442,"N","Y","Injury (Complaint of Pain)","N",2015,1.25,"Fall","N","Y","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","Y","N","N","N"
7123474,"N","Y","PDO (property damage only)","N",2015,12.5,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7123477,"N","N","PDO (property damage only)","N",2015,8.66666666666667,"Fall","AM","N","W","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7123482,"N","Y","Injury (Complaint of Pain)","N",2015,17.05,"Fall","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Automobile Right of Way","Non-Collision","N","N","N","N"
7123522,"N","Y","PDO (property damage only)","N",2015,20.9166666666667,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7123541,"N","Y","Injury (Complaint of Pain)","N",2015,13.1666666666667,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Pedestrian Right of Way","Fixed Object","N","N","N","N"
7123557,"N","Y","Injury (Complaint of Pain)","N",2015,11.75,"Fall","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Other Object","N","N","N","N"
7123564,"N","Y","Injury (Complaint of Pain)","N",2015,17.1666666666667,"Fall","PM","N","M","N","N","N","N","Y","N","Y","N","Dusk or Dawn","Broadside","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7123569,"N","Y","Injury (Other Visible)","N",2015,3.16666666666667,"Fall","N","Y","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7123641,"N","Y","PDO (property damage only)","N",2015,22.3333333333333,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7123662,"N","Y","Injury (Complaint of Pain)","N",2015,18.3333333333333,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7124390,"N","Y","Injury (Complaint of Pain)","N",2015,17.1666666666667,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125070,"N","N","Injury (Complaint of Pain)","N",2015,7.41666666666667,"Fall","AM","N","M","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125091,"N","Y","Injury (Complaint of Pain)","N",2015,16.6666666666667,"Fall","PM","N","Tu","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125121,"N","Y","Injury (Complaint of Pain)","N",2015,20,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7125124,"N","Y","Injury (Other Visible)","N",2015,22.0833333333333,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
7125177,"N","Y","PDO (property damage only)","N",2015,17,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7125194,"N","N","Injury (Complaint of Pain)","N",2015,20.75,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125432,"N","Y","PDO (property damage only)","N",2015,6.5,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125460,"N","Y","Injury (Complaint of Pain)","N",2015,12.75,"Fall","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125472,"N","Y","Injury (Complaint of Pain)","N",2015,13.3333333333333,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125519,"N","N","Injury (Complaint of Pain)","N",2015,16.75,"Fall","PM","N","Th","N","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125561,"N","Y","PDO (property damage only)","N",2015,20.5,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Code 19","Other Motor Vehicle","N","N","N","N"
7125843,"N","Y","PDO (property damage only)","N",2015,18.9166666666667,"Fall","PM","N","F","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125949,"N","Y","Injury (Complaint of Pain)","N",2015,13.9166666666667,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Improper Turning","Non-Collision","N","N","N","N"
7125982,"N","Y","Injury (Complaint of Pain)","N",2015,15.5,"Fall","PM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7125992,"N","N","PDO (property damage only)","N",2015,16.6666666666667,"Fall","PM","N","W","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7126031,"N","Y","Injury (Other Visible)","N",2015,18,"Fall","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
7126150,"N","N","Fatal","Y",2015,20.3333333333333,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Parked Motor Vehicle","N","N","N","N"
7126191,"N","Y","PDO (property damage only)","N",2015,13.25,"Fall","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","Y","N","N","N"
7126838,"N","Y","Injury (Complaint of Pain)","N",2015,5.5,"Fall","N","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Right of Way","Bicycle","N","N","N","N"
7127083,"N","Y","PDO (property damage only)","N",2015,15,"Fall","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","Y","N","N"
7127094,"N","Y","Injury (Complaint of Pain)","N",2015,10.4166666666667,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Parked Motor Vehicle","N","N","N","N"
7127216,"N","Y","Injury (Other Visible)","N",2015,12.0833333333333,"Fall","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7127263,"N","Y","PDO (property damage only)","N",2015,17.8333333333333,"Fall","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7127275,"N","Y","PDO (property damage only)","N",2015,21.5,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Overturned","Wrong Side of Road","Fixed Object","N","N","N","N"
7127456,"N","Y","PDO (property damage only)","N",2015,12.3333333333333,"Fall","N","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7127471,"N","Y","PDO (property damage only)","N",2015,25,"Fall","N","Y","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7127472,"N","Y","Injury (Complaint of Pain)","N",2015,9.16666666666667,"Fall","N","N","M","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
7127476,"N","N","Injury (Complaint of Pain)","N",2015,18.5,"Fall","PM","N","M","Y","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7128009,"N","Y","Injury (Other Visible)","N",2015,16.5833333333333,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7128102,"N","Y","PDO (property damage only)","N",2015,16.4166666666667,"Fall","N","N","Su","Y","Y","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","Y","N","N","N"
7128110,"N","Y","PDO (property damage only)","N",2015,9,"Fall","N","N","Sa","Y","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
7128118,"N","Y","Injury (Complaint of Pain)","N",2015,21.1666666666667,"Fall","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Unsafe Lane Change","Bicycle","N","N","N","Y"
7128590,"N","Y","Injury (Other Visible)","N",2015,18.1666666666667,"Fall","PM","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7128833,"N","Y","Injury (Other Visible)","N",2015,17.0833333333333,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7128858,"N","Y","Injury (Complaint of Pain)","N",2015,16.8166666666667,"Fall","PM","N","Th","Y","Y","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7128878,"N","Y","Injury (Complaint of Pain)","N",2015,14.9166666666667,"Fall","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Object","N","N","N","N"
7128882,"N","Y","PDO (property damage only)","N",2015,8.66666666666667,"Fall","AM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7128893,"N","Y","Injury (Complaint of Pain)","N",2015,11.75,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Rear End","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
7128896,"N","Y","PDO (property damage only)","N",2015,21.3333333333333,"Fall","N","N","Th","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Unsafe Lane Change","Other Motor Vehicle","N","N","N","N"
7128913,"N","Y","Injury (Complaint of Pain)","N",2015,17.0833333333333,"Fall","PM","N","Th","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Other","Wrong Side of Road","Non-Collision","N","N","N","N"
7128940,"N","Y","Injury (Complaint of Pain)","N",2015,12.25,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
7128949,"N","Y","PDO (property damage only)","N",2015,15.25,"Fall","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
7128959,"N","Y","PDO (property damage only)","N",2015,18.6666666666667,"Fall","PM","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7129108,"N","Y","PDO (property damage only)","N",2015,23.75,"Fall","N","Y","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7129634,"N","N","Fatal","Y",2015,13.75,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
7129963,"N","Y","Injury (Other Visible)","N",2015,18.9166666666667,"Fall","N","N","Su","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7129979,"N","Y","Injury (Complaint of Pain)","N",2015,11.9166666666667,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Code 20","Non-Collision","N","N","N","N"
7129983,"N","Y","PDO (property damage only)","N",2015,15.5,"Fall","PM","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7129984,"N","Y","Injury (Complaint of Pain)","N",2015,0.166666666666667,"Fall","N","Y","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7129995,"N","Y","Injury (Complaint of Pain)","N",2015,7.08333333333333,"Fall","AM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7129999,"N","Y","Injury (Complaint of Pain)","N",2015,19.3333333333333,"Fall","N","N","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7130089,"N","Y","Injury (Other Visible)","N",2015,22.5833333333333,"Fall","N","N","F","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7130651,"N","Y","Injury (Other Visible)","N",2015,17.8333333333333,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7130695,"N","Y","Injury (Other Visible)","N",2015,0.666666666666667,"Fall","N","Y","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
7130704,"N","Y","PDO (property damage only)","N",2015,19.3833333333333,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
7130811,"N","Y","Injury (Other Visible)","N",2015,20.25,"Fall","N","N","Tu","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7130812,"N","Y","Injury (Complaint of Pain)","N",2015,16.5833333333333,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7130843,"N","Y","Injury (Complaint of Pain)","N",2015,13.0833333333333,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7130918,"N","Y","Injury (Complaint of Pain)","N",2015,22.5,"Fall","N","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Impeding Traffic","Other Motor Vehicle","Y","N","N","N"
7131059,"N","N","Fatal","Y",2015,16.5,"Fall","PM","N","W","N","N","Y","N","N","N","N","N","Daylight","Head-On","Wrong Side of Road","Parked Motor Vehicle","N","N","N","N"
7131389,"N","Y","PDO (property damage only)","N",2015,19.1666666666667,"Fall","N","N","Su","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7131558,"N","N","Fatal","Y",2015,15.75,"Fall","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Broadside","Other Improper Driving","Parked Motor Vehicle","N","N","N","N"
7131918,"N","Y","PDO (property damage only)","N",2015,17.9166666666667,"Fall","PM","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7131920,"N","Y","Injury (Other Visible)","N",2015,19.0833333333333,"Fall","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
7132435,"N","Y","PDO (property damage only)","N",2015,12.3333333333333,"Fall","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
